sentence,translated,fuel,machine,others,part,price,service
"Kebetulan saya juga pakai HRV , namun pengalaman di bengkel resmi nya , banyak yang kurang menyenangkan . serta biaya servis nya agak mahal .","Kebetulan au pe mamakke HRV do, alai pengalamanku di bengkel resmi i godangan dang tabo. jala biaya pelayananna pe agak arga do.",neutral,neutral,neutral,neutral,neutral,negative
"enggak menyangka sekelas SUV 1800 cc bahan bakar 1 banding 12 dalam kota , irit banget .","Dang hurimpu SUV 1800 cc boi hemat bahan bakar 1 sian 12 di kota, mansai hemat.",positive,neutral,neutral,neutral,neutral,neutral
City Car Daihatsu Satu Ini Ternyata Harga nya Tak Terlalu Mahal,Mobil Kota Daihatsu Ini Ternyata Harga Na Dang Terlalu Mahal,neutral,neutral,neutral,neutral,positive,neutral
@Mitsubishi_ID Bengkel Matraman kurang bagus service mobil saya .,@Mitsubishi_ID Bengkel Matraman dang malo service ni karetakku.,neutral,neutral,neutral,neutral,neutral,negative
Xpander bodi juga kaleng . Siapa bilang hanya rush doang yg kaleng,Xpander badan pe tin. Ise mandok holan Rush do kaleng?,neutral,neutral,neutral,negative,neutral,neutral
Honda Brio RS CVT mantap bro . Cuma harga agak mahal saja sih,Honda brio rs CVt hebat do bro. Holan na arga do agak mahal .,neutral,neutral,positive,neutral,negative,neutral
avanza mantep banget power nya buat dibawa ke jalanan tajam,Avanza on tutu do balga gogona laho mangadopi dalan na tajom .,neutral,positive,neutral,neutral,neutral,neutral
brio manuver nya lincah abis kalo dibanding sama calya,Manuver ni Brio mansai lincah molo dibandinghon tu si Calya .,neutral,negative,neutral,neutral,neutral,neutral
purnajual kembali toyota rush juga masih bagus .,Layanan purna jual untuk Toyota Rush pe denggan dope.,neutral,neutral,neutral,neutral,positive,neutral
Bengkel @Honda Terang anugrah pamulang payah pelayanan nya,"@Honda Terang Anugrah Bengkel Pamulang, pelayanannya dahsyat",neutral,neutral,neutral,neutral,neutral,negative
"Saya beli Avanza 2011 , untuk harga sangat ergonomis buat keluarga dan untuk konsumsi bensin nya irit .","Hutuhor ma Avanza 2011, ala arga na mansai ergonomis do i di sada keluarga jala hemat do konsumsi BBM na.",positive,neutral,neutral,neutral,positive,neutral
"Suspensi agak keras , dan juga belum ada telescopic di setir , semoga ada perubahan di Terios ke depan nya , terima kasih .","Suspensi na agak keras, jala dang adong muse stir teleskopik, anggiat ma adong perubahan di Terios on tu joloan on, mauliate.",neutral,neutral,neutral,negative,neutral,neutral
kalau yang aku rasakan sih performa avanza 1.5 lebih lincah dan lebih irit,"Na huhilala, kinerja ni Avanza 1.5 on lebih lincah jala lebih hemat .",positive,positive,neutral,neutral,neutral,neutral
Avanza sih harga nya murah nan ramah,Harga ni Avanza murah jala ramah .,neutral,neutral,neutral,neutral,positive,neutral
Honda vario ku murah perawatan rutin dan selalu termonitor kalau ada kekurangan satu dan lainnya dapat terdeteksi secara cepat dan bahkan banyak tempat servis yang tersebar menjadikan mudah dalam pemeliharaan nya .,"Honda Vario ku mura, perawatan rutin sai dipamanat, molo adong kekurangan, sada manang na asing boi do hatop dideteksi jala bahkan godang do pusat servis na tersebar, mambahen mura perawatan.",neutral,neutral,neutral,neutral,neutral,positive
udah delapan bulan baru jadi lama bener,"Nunga ualu bulan nuaeng, nunga tung leleng .",neutral,neutral,neutral,neutral,neutral,negative
Agak kemahalan ya untuk sekelas brio,Memang agak mahal do molo mobil kelas Brio .,neutral,neutral,neutral,neutral,negative,neutral
Konsumsi bahan bakar Avanza cukup irit,Konsumsi BBM Avanza cukup hemat .,positive,neutral,neutral,neutral,neutral,neutral
"xenia li saya , tahun 2006 akhir dah vvti bunyi mesin nya kasar kalau posisi diam . kayak diesel gitu .","Xenia ku, akhir 2006, adong VVTI jala kasar do suara ni mesinna molo ndang marhusor. songon solar.",neutral,negative,neutral,neutral,neutral,neutral
"Dari semua merek mobil yang pernah saya pakai , terios baru ini lumayan boros .","Sian sude merek mobil na hea hupangke, Terios na baru on do na agak boros.",negative,neutral,neutral,neutral,neutral,neutral
"Mini cooper , mobil stylish yang mendekati sempurna","Mini tembaga, mobil bergaya na jonok tu kesempurnaan",neutral,neutral,positive,neutral,neutral,neutral
Memiliki mesin dual VVTI dan sistem penggerak roda belakang membuat Daihatsu Great New Xenia punya keunggulan dalam efisiensi dan kemudahan perawatan nya .,Memiliki mesin VVTI ganda dohot sistem penggerak roda belakang mambahen Daihatsu Hebat Baru Xenia adong keunggulan di efisiensi dohot kemudahan perawatan.,positive,neutral,neutral,neutral,neutral,positive
Aku sudah test drive dan merasakan tarikan yang cukup mantap di mobil wuling ini .,Nunga hu tes marmotor jala huhilala tarikan na lumayan mantap di mobil Wuling on.,neutral,positive,neutral,neutral,neutral,neutral
mesin wuling confero ini tidak berisik,Dang ribut mesin wuling confero on .,neutral,negative,neutral,neutral,neutral,neutral
"Fortuner kalau dilihat harga nya memang menjulang tinggi . tetapi di balik harga itu , kualitas yang diberikan juga bagus .","Molo binereng arga ni Fortuner on, memang mansai timbo do. alai di balik ni arga i, kualitas na diparade pe denggan do.",neutral,neutral,positive,neutral,negative,neutral
ampun deh punya xenia uang habis cuma buat konsumsi bensin,"Denggan ni rohangku, adong do Xenia di ahu, alai sude hepengku holan tu bensin do huhabishon",negative,neutral,neutral,neutral,neutral,neutral
Wah kayak nya si wuling formo ini kurang meyakinkan buat tunggangan besi harian.,"Wah, songon na so apala meyakinkan do Formo Wuling i tu naik harian.",neutral,neutral,negative,neutral,neutral,neutral
"Toyota Rush saya , konsumsi bahan bakar nya cukup irit .","Toyota Rush ku, konsumsi BBM na lumayan hemat.",positive,neutral,neutral,neutral,neutral,neutral
"harga nya terbilang murah dengan fitur dan desain yang cukup keren , suzuki baleno 2017","Hargana relatif murah dengan fitur dan desain na lumayan keren, Suzuki Baleno 2017",neutral,neutral,neutral,positive,positive,neutral
"ya benar kak , kelemahan mobilio cuma 1 , di mesin nya kalau kecepatan di atas 100 kph , memang berisik banget sih .","Olo, toho do kak, holan sada do kelemahan ni Mobilio, mesin na ribut hian molo kecepatan di atas 100 kpj.",neutral,negative,neutral,neutral,neutral,neutral
"Hmm pelayanan nya not recommended lah , masih lebih bagus bengkel non-resmi ( @ Astra International Daihatsu ( Pondok Cabe ))","Hmm, pelayanan dang disaranhon, bengkel na so resmi tong do dumenggan (@Astra International Daihatsu (Pondok Cabe))",neutral,neutral,neutral,neutral,neutral,negative
"wah , juragan xenia li 2004 saya dulu 5 tahun belum ganti ban . masih tebal semua","Wah, nunga 5 taon ban Xenia Li 2004 dang diganti. tong tebal sude .",neutral,neutral,neutral,positive,neutral,neutral
"Perubahan minor ya wajar gak naik harga , gak naik harga aja penjualan minim apa lagi naik harga . Pabrikan jepang sama2 aja pelit nya ....","Perubahan na gelleng biasa do i, jadi ndang naik arga molo ndang naik arga, gabe minim ma penjualan, apalagi tamba arga. Pabrikan Jepang sama-sama pelit...",neutral,neutral,neutral,neutral,negative,neutral
Gue lebih milih honda karena minim perawatan dan suku cadang yang awet dan murah,Lomoan do rohangku tu Honda ala minimal do perawatanna jala suku cadangna tahan lama jala mura.,neutral,neutral,neutral,positive,neutral,positive
livina di tempat gue bensin nya asli boros banget kalau soal ngelitik memang iya,"Si Livina di ingananku memang buang bensin do molo taringot tu na manuktuhi, toho do i",negative,negative,neutral,neutral,neutral,neutral
saya pilih xi+ karena ternyata irit nya enggak beda jauh .,Hupillit xi+ ala ternyata efisiensi bahan bakar dang pola godang bedana.,positive,neutral,neutral,neutral,neutral,neutral
Wuling Formo 1.2 Standard yang ramah untuk penumpang.,Wuling Formo 1.2 Standar ramah penumpang.,neutral,neutral,positive,neutral,neutral,neutral
Xenia dengan pegangan pintu nya yang diposisikan tengah menurut saya sendiri kurang suka sih,"Menurut au, dang apala lomo rohakku tu Xenia na gagang pintuna diposisihon di tonga-tonga.",neutral,neutral,neutral,negative,neutral,neutral
Kalau rush banyak jeroan nya jadi berat tetapi stabil .,"Molo godang do internal ni Rush, borat do alai stabil.",neutral,positive,neutral,negative,neutral,neutral
"Veloz keluaran Toyota ternyata enak dipake , nyaman , pesan dari dealer juga gak lama inden nya , thanks toyota :D","Ternyata Veloz na diproduksi Toyota on tabo do dipakke, nyaman, jala dang pola leleng molo dipesan sian dealer, mauliate Toyota :D",neutral,neutral,positive,neutral,neutral,positive
@Auto2000ID maaf kenapa ya mobil ya setelah di servis di dealer toyota sekarang mobil nya jadi susah di starter ? Dan sering mati mati,"@Auto2000ID Sattabi, boasa dung diservis di dealer Toyota, gabe maol nuaeng mobil i di start? Jala jotjot mate mate .",neutral,neutral,neutral,neutral,neutral,negative
Mobil xenia mantap irit pula . untuk perawatan nya mesin nya lumayan murah .,Mobil Xenia on hebat jala hemat bahan bakar do tong. Perawatan ni mesin i cukup murah do.,positive,neutral,positive,neutral,neutral,positive
"setelah membeli toyota calya , saya merasakan banyak lagi kelebihan nya .","Dung manuhor Toyota Calya, godang dope halobian na huhilala.",neutral,neutral,positive,neutral,neutral,neutral
"Dari segi harga terlalu mahal , mengingat harga Sparepart Mitsubishi Xpander selangit .","Molo sian arga, tung mansai arga do i, molo niida arga ni suku cadang Mitsubishi Xpander na sahat tu langit.",neutral,neutral,neutral,neutral,negative,neutral
yang paling cocok untuk wanita karir memang calya dari segi desain karena mungil tapi tetap terlihar stylish,Na paling cocok tu borua karir ima Calya sian segi desain ala metmet alai tong do tarida bergaya.,neutral,neutral,neutral,positive,neutral,neutral
"Enak juga bengkel Toyota di margonda ini . Semua petugas ramah dan helpful , layanan cepat , dan dapat kopi gratis .","Bengkel Toyota on di Margonda pe denggan do. Sude stafna ramah jala olo mangurupi, hatop do pelayananna, jala boi do hamu minum kopi gratis.",neutral,neutral,neutral,neutral,neutral,positive
"Sebelum ramadhan 2014 , saya ganti accu di bengkel honda Jakarta center , jayakarta . Belum setahun , sudah soak . Payah","Sebelum Ramadhan 2014, huganti do batre di bengkel Honda Jakarta Center, Jayakarta. Dang pola sataon, nunga marlojong. Jorbut",neutral,neutral,neutral,neutral,neutral,negative
harga unit mobil GL kemahalan,Harga unit mobil GL terlalu mahal .,neutral,neutral,neutral,neutral,negative,neutral
"pakai rush trd enak banget dari bangku , kaki-kaki enak dan saya bawa lari dengan kecepatan hampir 140 km / jam Tidak limbung dan masalah bensin irit banget dan ac dingin","mamakke Rush TRD on memang nyaman do sian hundulan, nyaman do patna jala huboan do kecepatan hampir 140 km/jam Dang marhusor jala masalah BBM pe hemat do tutu jala ngali do AC na.",neutral,positive,neutral,positive,positive,neutral
Pakai Altis v enggak boros-boros amat sih,Pake Altis V dang pola godang hepeng .,positive,neutral,neutral,neutral,neutral,neutral
"Apalagi Kalau perjalanan Jauh , dengan bensin yang irit banget bagi saya begitu performa yang stabil , avanza adalah mobil idaman bagi saya Dan juga keluarga besar saya .","Tarlumobi tu pardalanan na dao, dohot ekonomi bahan bakar na mansai hemat di ahu jala kinerja na stabil, Avanza on ma mobil impian di ahu dohot nang keluarga besarhu.",positive,positive,neutral,neutral,neutral,neutral
"Yang saya enggak suka , kalau saya duduk di belakang , kepala mentok dengan atap dengan tinggi 183 cm . Duduk di posisi mengemudi , rambut saya kena plafon mobil jadi kurang nyaman .","Na so lomo rohangku, molo hundul ahu di pudi, hona do ulungku tu tarup na timbo 183 cm. Hundul di posisi marmotor, hona obukku tu langit-langit ni mobil gabe dang nyaman.",neutral,neutral,neutral,negative,neutral,neutral
Saya pribadi lebih suka sama design luar dalam CX3,Au pribadi lebih suka desain dalam dohot luar ni CX3.,neutral,neutral,neutral,positive,neutral,neutral
Bagusan Fortuner daripada Pajero sport,Dumenggan do Fortuner sian Pajero Sport .,neutral,neutral,negative,neutral,neutral,neutral
Sejauh ini belum ne mu bengkel resmi mitsubishi yang pelayan nya ' bagus ',Saleleng on ndang adong dope jumpang ahu bengkel resmi Mitsubishi na ‘denggan’ pelayananna.,neutral,neutral,neutral,neutral,neutral,positive
Toyota lebih unggul dari mitsubishi secara worldwide termasuk di Indonesia,"Toyota unggul sian Mitsubishi di seluruh dunia, termasuk di Indonesia",neutral,neutral,negative,neutral,neutral,neutral
"Toyota Innova suspensi nya sangat mantap , tidak pernah rewel mesin nya karena rutin diservis .","Suspensi ni toyota innova on sangat padat, mesin na pe dang hea adong masalah ala diservis secara teratur.",neutral,positive,neutral,positive,neutral,neutral
"Gue pakai HRV juga dan udah 2 tahun , jujur enggak suka sih sama ini mobil .","Au pe mamakke HRV do jala nunga 2 taon, jujur ​​dang lomo rohakku tu mobil on.",neutral,neutral,negative,neutral,neutral,neutral
Rush cocok untuk segala medan,Rush cocok tu sude medan .,neutral,neutral,positive,neutral,neutral,neutral
"xenia li sudah ada power window , tachometer , power steering","Xenia Li nunga adong kaca listrik, takometer, stir listrik",neutral,neutral,neutral,positive,neutral,neutral
"Khusus Xenia , ada pengalaman tahun 2008 digunakan oleh tim proyek . selama 2 bulan , Jakarta - Bandung setiap 2 hari via tol . Tidak ada keluhan sedikit pun .","Khusus tu si Xenia, adong do pengalaman sian taon 2008 na dipangke tim proyek. selama 2 bulan, Jakarta - Bandung setiap 2 hari melalui jalan tol. Ndang adong keluhan manang aha pe.",neutral,neutral,positive,neutral,neutral,neutral
Altis G MT jadi tunggangan nyaman .,Altis G MT on nyaman do dibonceng.,neutral,neutral,positive,neutral,neutral,neutral
keseluruhan saya suka dengan Terios .,Secara keseluruhan lomo do rohakku tu si Terios.,neutral,neutral,positive,neutral,neutral,neutral
Pengalaman hrv 1.5 e cvt . Sangat tidak puas,"Pengalaman hrv 1,5 e cvt. Mansai ndang puas .",neutral,neutral,negative,neutral,neutral,neutral
Semoga berkembang toyota biar gk ditinggalin customer nya satu per satu,Anggiat ma lam tu majuna Toyota asa unang lao sada-sada pelangganna.,neutral,neutral,negative,neutral,neutral,neutral
Xpander pokok nya terbaik di kelas nya .,Xpander do na dumenggan di kalasna.,neutral,neutral,positive,neutral,neutral,neutral
Puas banget coi punya Xpander mah .,Puas hian do au molo adong Xpander i.,neutral,neutral,positive,neutral,neutral,neutral
Xi 2005 hebat banget nih mobil . kuat pakai premium ( 1:11 ) irit abis,Xi 2005 ima mobil na hebat situtu. kuat pake premium (1:11) sangat hemat,positive,neutral,positive,neutral,neutral,neutral
"keseluruhan gue suka xenia . Murah , desain lucu , muat banyak barang ,","Secara keseluruhan lomo do rohangku tu si Xenia. Murah, desain lucu, pas godang barang,",neutral,neutral,positive,positive,positive,neutral
"Coba dong ke Honda Autoland Kelapa Gading , beda benar . Pelayanan , kualitas ruang tunggu dan lain-lain yang enggak banget .","Coba ma Honda Autoland Kelapa Gading, asing hian. Pelayanan, kualitas ruang tunggu dohot lan na asing ndang pola songon i balgana.",neutral,neutral,neutral,neutral,neutral,negative
"Ayah saya tahu karakter mesin , dia bilang karakter mesin nya calya oke","Diboto bapakku do karakter mesinna, denggan do ninna karakter mesin ni Calya i",neutral,positive,neutral,neutral,neutral,neutral
calya didesain dapat dipakai untuk semua kalangan usia,Calya dibahen asa boi dipangke sude kelompok umur .,neutral,neutral,neutral,positive,neutral,neutral
Jazz VTEC Lama saja lebih murah,VTEC Jazz lama on pe ummura do .,neutral,neutral,neutral,neutral,positive,neutral
avanza dapat bermanuver lincah mesin nya,Avanza bisa manuver mesinnya dengan lincah .,neutral,positive,neutral,neutral,neutral,neutral
avanza lincah banget kalo buat lari meskipun gaya nya jadul abis hehe,"Mansai lincah do Avanza on molo marlojong nang pe gayana mansai kuno, hehe",neutral,positive,neutral,negative,neutral,neutral
"Saya dapat harga cuma 118 juta juli 2015 . lumayan murah banget si Wagon , awet , irit .","Dapot au argana holan 118 juta bulan Juli 2015. Gerobak i cukup murah, tahan lama jala hemat bahan bakar.",positive,neutral,positive,neutral,positive,neutral
saya akan pilih all new grand livina . jelas lebih nyaman . lebih mewah . lebih keren . mobil nya anak muda lagi .,Hupillit ma livina na baru sude. tangkas do lam nyaman. lobi mewah. lam ngali . Mobil na poso muse.,neutral,neutral,positive,neutral,neutral,neutral
Elektronik Parking Brake HRV sudah oke banget .,Denggan do tutu Rem Parkir Elektronik ni HRV on.,neutral,neutral,neutral,positive,neutral,neutral
"Seperti inilah rasa mengendarai Nissan GT - R R35 "" Godzilla "" bertenaga 537 hp dengan torsi 612 Nm yang sungguh kencang",Songon on ma pangkilalaan molo mamboan Nissan GT-R R35 “Godzilla” na margogo 537 hp dohot torsi 612 Nm na mansai hatop.,neutral,positive,neutral,neutral,neutral,neutral
mobil bagus irit bahan bakar dan murah ya brio,"Mobil Brio na denggan, hemat bahan bakar jala mura",positive,neutral,positive,neutral,positive,neutral
Honda Brio ini mobil yang lumayan keren sih memang,Honda Brio on mobil lumayan keren memang .,neutral,neutral,positive,neutral,neutral,neutral
masalah nopol aja lama sekali mengurus nya kecewa sama nissan,"Masalah plat nomor sambing do leleng diproses, kecewa tu Nissan",neutral,neutral,neutral,neutral,neutral,negative
"Motor beat paling nyaman , dipakai untuk perempuan seperti saya , apalagi dibawa ke mana-mana sangat irit dan harga nya terjangkau dibandingkan motor honda yang lain .","Motor Beat do na paling nyaman di angka ina songon au, tarlumobi molo diboan manang tudia pe, tung mansai hemat jala arga na terjangkau molo dibandinghon tu motor Honda na asing.",neutral,neutral,positive,neutral,positive,neutral
"HRV prestige akhir tahun 2017 bagasi luas , bbm irit bisa 1:12 , jok kulit , lampu led enak kalau dipakai malam hari .","HRV gengsi akhir 2017 bagasi luas, hemat bahan bakar sampai 1:12, kursi kulit, lampu LED nyaman dipake borngin.",positive,neutral,neutral,positive,neutral,neutral
"dengan harga cuma 70 - 80 juta dapat mobil yang sangat nyaman , cuma Altis yang bisa","arga holan 70 - 80 juta boi do dapot mobil na mansai nyaman, holan Altis do na boi songon i",neutral,neutral,positive,neutral,positive,neutral
suka banget sama fitur Paddle shift - nya HRV E 2018 kayak mobil balap kalau bawa di tol suara mesin nya .,Sasintongna lomo do rohangku tu fitur pergeseran dayung ni HRV E 2018. Songon mobil balap do molo marmotor di dalan tol mardongan soara ni mesinna.,neutral,positive,neutral,positive,neutral,neutral
"Xenia yang saya pakai dari 2005 ini biaya perawatan yang rendah dan keandalan mesin yang tinggi ,","Xenia na hupangke sian taon 2005, biaya perawatan na rendah jala keandalan ni mesinna na timbo.",neutral,positive,neutral,neutral,neutral,positive
HRV nyaman terutama pas menyetir malam karena lampu nya terang ( double LED ) dan yang jelas irit .,"HRV on nyaman, tarlumobi molo marmotor borngin ala tiur do lampu (LED ganda) jala tangkas hemat bahan bakar.",positive,neutral,positive,positive,neutral,neutral
harga jual Nmax pun bersaing,Harga jual ni Nmax pe bersaing do .,neutral,neutral,neutral,neutral,positive,neutral
"Dengan sigra perjalanan lebih nyaman, budget bensin bisa dialokasikan untuk keperluan lain.","Molo adong Sigra, lam nyaman ma pardalanan, jala boi do dipangke anggaran bensin tu haporluan na asing.",positive,neutral,positive,neutral,neutral,neutral
"Kalau untuk secara desain , interior dan fitur Honda mumpuni okelah .","Molo sian segi desain, dalam dohot fitur, mampu do Honda mangulahon i dohot denggan.",neutral,neutral,neutral,positive,neutral,neutral
"Ke Bengkel itu buat ngebenerin motor bukan malah bikin motor jadi rusak , payah nih Dealer Honda Cidodol , masa motor gua bener jadi rusak .","Lao tu bengkel ima paturehon motor i, unang manegai Dealer Honda Cidodol on boha do tutu sega motorhu?",neutral,neutral,neutral,neutral,neutral,negative
kemahalan ya agya kalau untuk keluarga dengan ekonomi pas-pasan,Agya terlalu mahal untuk keluarga na terbatas penghasilan .,neutral,neutral,neutral,neutral,negative,neutral
Kalo soal irit dan perawatan sih tetep prefer ke supra x helm in .,"Molo taringot tu ekonomi dohot perawatan, tong do lomoan rohangku tu helm Supra X on.",positive,neutral,neutral,neutral,neutral,positive
sigra nih menemani jalan-jalan bersama keluarga. Ku bangga dengan mobil ini.,Sigra sempurna untuk mendongani perjalanan keluarga. Bangga do au tu mobil on.,neutral,neutral,positive,neutral,neutral,neutral
"Mobil ku daihatsu xenia ku irit , cocok banget buat keluarga indonesia dengan kursi 7 tambah lagi mesin handal ( 1.300 cc ) walau sudah sejak 2009","Mobilhu, Daihatsu Xenia, hemat bahan bakar jala mansai cocok tu keluarga Indonesia na 7 kursi ditambah mesin andal (1.300 cc) na dituhor taon 2009.",positive,positive,neutral,positive,neutral,neutral
Puas ketika pertama kali membeli dan memakai Toyota Calya ini sampai sekarang,Puas waktu pertama kali manuhor dohot mamakke Toyota Calya on sahat tu saonari .,neutral,neutral,positive,neutral,neutral,neutral
Kerenan pajero lah yang setuju like ya,"Keren do Pajero i, angka na setuju like olo .",neutral,neutral,positive,neutral,neutral,neutral
Lebih ok pajero .... lebih jantan,Pajero do na dumenggan...lebih jantan,neutral,neutral,positive,neutral,neutral,neutral
"Saya pakai motor vario sangat nyaman , rem sangat pakem , Suara mesin montor masih halus , padahal setiap bulan dibuat jalan luar provinsi tetapi masih tetap nyaman .","Hupangke motor Vario, mansai nyaman do, remna pe mansai efektif, lancar dope soara ni mesin ni motor i, nang pe ganup bulan dipakke tu dalan luar propinsi, tong do nyaman.",neutral,positive,positive,positive,neutral,neutral
Tergantung mau pakai nya berapa lama . Kalau 2 - 3 tahun mau ganti mending brio bro karena harga honda turun enggak jauh-jauh amat .,"Tergantung do i tu sadia leleng hamu naeng mamangke i. Molo naeng marganti 2-3 taon nai, tumagon ma Brio, bro, ai dang pola songon i turunna arga ni Honda.",neutral,neutral,neutral,neutral,positive,neutral
"tetapi selama yang saya lihat kalau xenia avanza tubruk ( adu kambing ) , bagian kabin kelihatan masih kokoh .","Alai sahat tu na hubereng, molo madabu (tabrakan berhadapan) Xenia Avanza i, hot do idaon kabinna.",neutral,neutral,neutral,positive,neutral,neutral
Rush dan terios tampilan saja bagus tetapi kualitas murahan . mendingan beli cortez nyaman dibawa dan murah .,"Rush dohot si terios denggan idaon alai kualitasna mura. Tumagon ma manuhor Cortez, nyaman do diboan jala mura.",neutral,neutral,positive,positive,positive,neutral
"Alasan saya pilih HRV karena butuh mobil yang jangkung , lega di kelas nya , dan model nya ganteng .","Alasanku mamillit HRV, ala porlu do mobil na timbo jala bidang di kelasna, jala model na ganteng.",neutral,neutral,neutral,positive,neutral,neutral
"honda jazz full power banget, body mantep, suspensi empuk dan nyaman.","Honda jazz on mansai gok gogo, badan na padat, suspensi na lambok jala nyaman.",neutral,positive,neutral,positive,neutral,neutral
Nama Toyota dan Honda di indonesia melegenda ... walaupun mahal orang mau beli ... kata nya Spert part nya murah padahal kualitas nya abal2 ... di ketok dikit langsung penyot body nya dan dasbor nya,"Goar Toyota dohot Honda nunga legendaris di Indonesia… nang pe arga sai naeng manuhor halak… mura do didok suku cadangna nang pe humurang kualitasna… molo dituktuk saotik, pintor lengkuk do bodi dohot dasborna.",neutral,neutral,neutral,negative,neutral,neutral
Xenia perawatan berkala nya tidak mahal .,Ndang pola arga perawatan ni si Xenia na taratur.,neutral,neutral,neutral,neutral,neutral,positive
jelek banget ini xenia li menesal saya beli,"Jelek hian do Xenia on, manolsoli do au manuhor i",neutral,neutral,negative,neutral,neutral,neutral
jujur saja tenaga nya Mobilio lebih besar yang manual dan akselerasi nya lebih cepat,"Molo jujur, gumodang do gogo ni Mobilio on sian manual jala umhatop do percepatanna.",neutral,positive,neutral,neutral,neutral,neutral
"Beat street dari bentukan keren banget , eye catching , dari performa juga lumayan untuk motor seharga nya , mesin senyap dan benar-benar halus .","Jalan Beat on memiliki bentuk na keren situtu, menarik mata, jala kinerjana pe cukup denggan do tu sepeda motor na arga songon i, mesinna sepi jala lancar situtu.",neutral,positive,neutral,positive,neutral,neutral
Brio saya kondisi mesin bisa dibilang masih sempurna masih bisa 28 km / liter dan digas ke 120 kmh 140 kmh juga masih enteng .,"Kondisi mesin ni Brio ku boi dohonon sempurna dope, boi dope mardalan 28 km/liter jala molo digas tu 120 kmj 140 kmj ringan dope.",neutral,positive,neutral,neutral,neutral,neutral
"suspensi pajero empuk , fortuner itu suspensi nya keras","Suspensi Pajero lambok, suspensi Fortuner keras",neutral,neutral,neutral,negative,neutral,neutral
Menurut saya mobil xpander ini sangat nyaman dan keren,"Menurut au, mobil Xpander on sangat nyaman jala keren.",neutral,neutral,positive,neutral,neutral,neutral
komplit sekali servis yang ditawarkan toyota semua nya ada pokok nya paket lengkap,"Toyota menawarkan rangkaian jasa na sangat lengkap, sude adong, paket lengkap do i",neutral,neutral,neutral,neutral,neutral,positive
Avanza sangat mendukung profesi yang saya jalani karena avanza bagi saya volume ruang yang besar .,Avanza memang mendukung profesi na huulahon ala di au godang do volume ruang ni Avanza.,neutral,neutral,neutral,positive,neutral,neutral
mobil mitsubishi sekarang sudah gratis biaya servis dan sparepart selama 5 tahun .,Mobil Mitsubishi saonari nunga adong servis gratis dohot suku cadangna saleleng 5 taon.,neutral,neutral,neutral,positive,neutral,positive
Rush 2018 G AT cocok untuk kalangan tua dan muda . tiada lagi tandingan nya .,Rush 2018 G AT cocok untuk tua muda. dang adong namantandingi ibana.,neutral,neutral,positive,neutral,neutral,neutral
Hanya honda beat yang sudah terbukti mantap dan dahsyat.,Holan Honda Beat do naung terbukti padat jala margogo.,neutral,neutral,positive,neutral,neutral,neutral
harga jual pun bersaing . untuk saat ini Nmax jadi motor ini paling nyaman digunakan baik untuk harian maupun tur .,"Arga jualna pe marsaing do. Saonari, Nmax ima motor na paling nyaman dipangke baik tu harian dohot tu tur.",neutral,neutral,positive,neutral,positive,neutral
Waduh kece parah deh ini bisa-bisa kepincut saya sama wuling cortez,"Wah, keren do on, olo do au jatuh cinta tu si Wuling Cortez",neutral,neutral,positive,neutral,neutral,neutral
"Dari pengalaman sendiri pakai mitsubishi , lampu kayak kurang terang itu karena kaca film standar terlalu gelap yang depan .","Sian pengalamanku sandiri mamakke mobil Mitsubishi, hira na hurang tiur do lampu ala golap situtu film jendela standar di jolo.",neutral,neutral,neutral,negative,neutral,neutral
"Pernah Punya Grand Livina XV tahun 2011 dipakai sampai 5 Tahun , dan KM - nya enggak sampai 50.000 . Sumpah ini mobil nyaman banget .","Hea do au marmotor Grand Livina XV sian taon 2011, hupangke saleleng 5 taon, jala jarak tempuhna hurang sian 50.000. Sumpah nyaman do tutu mobil on.",neutral,neutral,positive,neutral,neutral,neutral
cukup puas dengan toyota rush ini,lumayan puas au ito toyota rush .,neutral,neutral,positive,neutral,neutral,neutral
"saya juga baru saja beli tipe deluxe juga , bensin lumayan irit kok kak .","Au pe baru manuhor tipe deluxe, konsumsi BBM lumayan hemat do, sis.",positive,neutral,neutral,neutral,neutral,neutral
Bengkel resmi Yamaha menjual suku cadang dengan harga yang jauh lebih mahal.,Bengkel resmi Yamaha manggadis suku cadang dohot arga na dao tumimbo.,neutral,neutral,neutral,neutral,neutral,negative
Xeli tenaga nya juga enggak memalukan,Kuaso ni Xeli pe ndang pailahon .,neutral,positive,neutral,neutral,neutral,neutral
Bengkel payah . Mobil 3 bulan gak dikerjain juga . Bengkel yang mengecewakan ( @ Honda Prima Bekasi ),Bengkel na hurang denggan. Mobil i nunga 3 bulan dang diulahon. Bengkel mengecewakan (@ Honda Prima Bekasi) .,neutral,neutral,neutral,neutral,neutral,negative
"xpander memang oke , enak saja menanjak 6 orang dalam mobil .","Denggan do tutu Xpander i, mura do nangkok molo 6 halak di mobil i.",neutral,neutral,positive,neutral,neutral,neutral
"All new Avanza punya rasio gigi lebih halus . kabin lebih lega , buat baris 1 - 2 .","Avanza na baru on, rasio gigi na lebih lancar. kabin lebih luas, untuk barisan 1 - 2.",neutral,neutral,neutral,positive,neutral,neutral
"nmax lebar sih . cuma Honda kalau soal servis masih lebih aman ,","Nmax na bidang. Holan Honda do na lebih aman molo taringot tu pelayanan,",neutral,neutral,neutral,positive,neutral,positive
